Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
royal canin rabbit cat food,70,71.66,1.74,1.00,Review
one cat food,70,82.08,1.73,0.97,"Images, Site Links, Review"
cat food urinary,70,74.53,1.69,1.00,"Images, Review"
taste of the wild rocky mountain dry cat food,70,74.69,1.68,1.00,"Review, Video"
9 lives canned cat food,70,82.71,1.68,0.81,"Review, Video"
urinary tract infection cat food,70,72.67,1.68,1.00,"Review, Video"
whiskas wet cat food,70,78.78,1.67,0.99,"Images, Review, Video"
cat throws up food,70,80.07,1.66,0.23,"Review, Video"
best cat food for urinary tract health,70,71.25,1.65,1.00,"Review, Video"
top rated wet cat food,70,76.18,1.63,1.00,"Review, Video"
california naturals cat food,70,64.31,1.61,1.00,Review
my cat is throwing up food,70,77.95,1.61,0.13,"Review, Video"
best wet cat food for older cats,70,0.00,1.60,1.00,
orijens cat food,70,75.34,1.58,1.00,"Review, Video"
almo cat food,70,67.23,1.57,1.00,"Review, Video"
avoderm cat food recall,70,60.32,1.57,0.69,Review
ceramic cat food bowls,70,79.05,1.55,1.00,"Images, Review, Video"
cat food lids,70,84.57,1.54,1.00,"Images, Review, Video"
firstmate cat food,70,0.00,1.53,0.80,
meow mix wet cat food,70,83.46,1.52,1.00,"Images, Review, Video"
best dry cat food for allergies,70,0.00,1.50,1.00,
best food for cat,70,80.41,1.50,1.00,Review
cat food petco,70,0.00,1.48,0.47,
cat food petsmart,70,89.09,1.47,0.69,"Site Links, Review, Video"
md cat food,70,83.70,1.47,1.00,Review
best soft cat food,70,79.60,1.45,1.00,"Review, Video"
wysong uretic cat food,70,72.22,1.45,1.00,"Review, Video"
best weight control cat food,70,79.73,1.41,1.00,Review
cat food deals,70,77.00,1.41,0.99,"Review, Video"
science diet sensitive stomach cat food,70,80.66,1.39,1.00,Review
blue indoor cat food,70,82.59,1.38,1.00,"Images, Review, Video"
deli cat cat food,70,83.77,1.38,1.00,"Images, Review"
science diet cat food sensitive stomach,70,80.15,1.38,1.00,Review
where to buy evo cat food,70,76.06,1.37,0.96,Review
sensitive systems cat food,70,80.98,1.35,1.00,"Images, Review"
rachael ray dry cat food,70,76.19,1.33,1.00,"Review, Video"
best adult cat food,70,82.16,1.32,1.00,"Review, Video"
best urinary cat food,70,74.25,1.30,1.00,"Review, Video"
boots and barkley cat food,70,73.67,1.30,0.85,"Review, Video"
innova dry cat food,70,72.13,1.29,0.99,"Images, Review"
why do cats throw up their food,70,80.64,1.25,0.40,"Review, Video"
homemade cat food gravy,70,75.69,1.25,0.70,"Review, Video"
best rated dry cat food,70,73.12,1.25,1.00,"Review, Video"
iams cat food walmart,70,84.95,1.24,1.00,"Review, Video"
chicken soup for the soul cat food recall,70,75.05,1.23,0.62,Review
best cat food for older cats with sensitive stomachs,70,77.69,1.22,1.00,Review
iams premium protection cat food,70,66.13,1.22,1.00,"Images, Review, Video"
4health cat food recall,70,74.63,1.22,0.25,Review
artemis cat food,70,62.25,1.20,1.00,"Knowledge Graph, Review"
canidae cat food review,70,68.82,1.17,0.57,"Review, Video"
best cat food for shedding,70,79.20,1.16,1.00,"Review, Video"
cat food royal canin,70,76.95,1.15,1.00,"Images, Review, Video"
phosphorus in cat food,70,65.37,1.13,0.53,Review
best weight loss food for cats,70,81.25,1.12,0.96,"Review, Video"
cat food feeders,70,76.40,1.12,1.00,"Images, Review, Video"
meow cat food,70,78.94,1.12,1.00,"Images, Review, Video"
food dispenser for cats,70,0.00,1.11,0.98,
bad foods for cats,70,80.65,1.08,0.09,"Review, Video"
hi tor neo cat food,70,69.67,1.03,0.99,Review
avoderm cat food reviews,70,70.85,1.00,0.84,"Review, Video"
pro pac cat food,70,62.70,0.96,1.00,"Review, Video"
foods not to feed cats,70,83.78,0.89,0.09,"Video, Featured Snippet"
best brands of cat food,70,74.38,0.86,0.94,Video
kit n kaboodle cat food,70,77.71,0.85,0.97,"Images, Review, Video"
acana cat food recall,70,65.71,0.84,0.53,"Review, Video"
the goodlife cat food,70,80.90,0.84,1.00,"Images, Review, Video"
sheba cat food discontinued,70,72.89,0.84,0.62,Review
petsmart brand cat food,70,0.00,0.83,0.43,
worst cat food,70,66.58,0.82,0.38,"Review, Video"
cat food dispenser timer,70,73.88,0.79,1.00,"Review, Video"
wet cat food feeder,70,78.50,0.78,1.00,"Images, Review, Video"
automatic food dispenser for cats,70,74.03,0.78,1.00,"Images, Review, Video"
fresh pet cat food reviews,70,73.14,0.77,0.28,"Review, Video"
best cat foods for urinary tract health,70,72.18,0.76,1.00,"Review, Video"
puss n boots cat food,70,91.76,0.73,0.42,"Images, Review, Video"
target iams cat food,70,88.09,0.69,1.00,Video
wet food cat feeder,70,77.63,0.68,0.97,"Review, Video"
keep dog out of cat food,70,77.29,0.64,0.99,"Images, Video"
kirkland cat food review,70,64.51,0.55,0.40,"Review, Video"
petguard cat food recall,70,66.72,0.55,0.73,
cat food for ferrets,70,66.29,0.50,0.22,"Review, Video, Featured Snippet"
dads cat food,70,77.44,0.44,0.93,"Review, Video"
kitten kaboodle cat food,70,78.05,0.39,0.98,"Images, Review, Video"
best dry cat food for older cats,70,0.00,0.39,1.00,
bengal cat food,70,53.45,0.26,0.54,"Images, Video"
wellness core cat food recall,70,74.10,0.19,0.40,"Review, Video"
what food is bad for cats,70,81.86,0.15,0.10,Video
best cat food for ferrets,70,67.44,0.08,0.46,"Review, Video"
kirkland maintenance cat food,70,73.37,0.06,0.85,Review
when do kittens start eating cat food,70,81.66,0.02,0.04,Video
poisonous food for cats,70,83.24,0.00,0.07,"Review, Video"
cats stealing food,70,76.52,0.00,0.01,"Images, Video"
out of cat food,70,81.15,0.00,0.08,"Review, Video"
can you eat cat food,70,86.20,0.00,0.02,"Review, Video, Featured Snippet"
can cats have dog food,70,84.78,0.00,0.00,"Review, Video"
cats in chinese food,70,88.96,0.00,0.03,"Images, Review, Video"
cats eating human food,70,79.74,0.00,0.07,"Images, Video"
cat food logos,70,63.78,0.00,0.05,"Images, Review"
my cat wont eat dry food,70,79.56,0.00,0.04,"Review, Video"
can dogs eat canned cat food,70,78.20,0.00,0.00,"Review, Video, Featured Snippet"
foods dangerous to cats,70,82.03,0.00,0.08,"Video, Featured Snippet"
does cat food hurt dogs,70,81.22,0.00,0.00,"Review, Video, Featured Snippet"
foods that are toxic to cats,70,81.44,0.00,0.02,"Review, Video"
cats eat dog food,70,81.72,0.00,0.01,"Video, Featured Snippet"
cats begging for food,70,85.77,0.00,0.01,"Images, Video"
pet food advisor cat,70,61.70,0.00,0.42,"Review, Video"
out of cat food what can they eat,70,77.69,0.00,0.16,Review
can you give a cat dog food,70,80.17,0.00,0.02,Video
foods cats shouldn t eat,70,83.06,0.00,0.03,Video
puppy ate cat food,70,72.41,0.00,0.01,Review
how to make cat food at home,70,73.31,0.00,0.51,Video
is it safe for cats to eat dog food,70,80.23,0.00,0.04,Video
premium cat food reviews,70,73.15,0.00,0.20,"Review, Video"
how much food should a cat eat a day,70,76.77,0.00,0.11,"Video, Featured Snippet"
foods safe for cats,70,82.42,0.00,0.17,Featured Snippet
can chickens eat cat food,70,70.36,0.00,0.02,Video
cat food poisoning,70,80.30,0.00,0.04,"Review, Video"
cat food vs dog food,70,77.25,0.00,0.07,Video
cat stopped eating wet food,70,73.77,0.00,0.03,"Review, Video"
adding water to dry cat food,70,75.29,0.00,0.05,"Review, Video"
why do dogs eat cat food,70,79.45,0.00,0.00,Video
can you give dogs cat food,70,79.74,0.00,0.00,"Review, Video"
home cooked cat food,70,67.92,0.00,0.32,Video
cat begs for food,70,79.30,0.00,0.00,"Review, Video"
will cat food hurt dogs,70,78.50,0.00,0.06,"Review, Video"
can you give cats dog food,70,80.30,0.00,0.00,Review
cat food dry vs wet,70,79.53,0.00,0.18,Video
chinese cat food,70,82.71,0.00,0.03,"Images, Review, Video"
my dog eats cat food,70,77.15,0.00,0.00,"Review, Video"
food toxic to cats,70,82.03,0.00,0.02,"Review, Video, Featured Snippet"
chrono trigger cat food,70,69.85,0.00,0.00,Video
what can kittens eat besides cat food,70,74.55,0.00,0.49,Video
grumpy cat food,70,85.64,0.00,0.10,"Images, Review"
blue buffalo cat food review,70,75.73,0.00,0.31,"Review, Video"
chinese food cats,70,88.90,0.00,0.05,"Images, Review, Video"
can cats eat people food,70,81.72,0.00,0.00,Video
dry cat food vs wet,70,77.21,0.00,0.15,Video
cat ate dog food,70,86.00,0.00,0.00,"Review, Video, Featured Snippet"
what foods do cats like,70,85.00,0.00,0.02,Video
human foods for cats,70,81.98,0.00,0.19,Video
food poisonous to cats,70,82.16,0.00,0.02,Video
cat weight loss food,50,78.68,9.83,1.00,"Review, Video"
how much wet food for cat,50,80.61,9.49,0.19,"Review, Video, Featured Snippet"
dog food for cats,50,80.30,9.19,0.57,"Video, Featured Snippet"
all natural cat food brands,50,75.08,8.93,1.00,Images
buy cat food,50,74.71,8.89,1.00,"Review, Video"
homemade cat food recipes chicken,50,71.41,8.85,0.65,"Review, Video"
high end cat food,50,73.68,8.17,0.95,Review
best moist cat food,50,79.00,8.09,1.00,"Review, Video"
healthy cat food recipes,50,77.15,8.07,0.78,"Review, Video"
high quality wet cat food,50,76.30,7.92,1.00,Review
is baby food good for cats,50,77.14,7.77,0.25,"Review, Video"
grain free cat food brands list,50,75.20,7.44,0.91,"Review, Video"
natures balance cat food,50,82.18,7.44,1.00,"Review, Video"
cat food for digestive problems,50,76.23,7.33,1.00,"Review, Video"
the best wet cat food,50,78.72,6.45,1.00,"Review, Video"
high protein cat food brands,50,0.00,6.38,0.94,
cat food companies,50,66.54,6.27,0.82,"Images, Review, Video"
healthy homemade cat food recipes,50,74.51,6.25,0.71,"Review, Video"
low carb cat food dry,50,66.93,6.18,1.00,"Review, Video"
making raw cat food,50,66.18,6.18,0.41,"Review, Video"
cat food reviews dry,50,75.36,6.15,0.92,"Review, Video"
foods cats love,50,82.61,6.13,0.16,"Review, Video"
most healthy cat food,50,80.53,6.02,0.93,"Review, Featured Snippet"
cat food for skin allergies,50,78.07,5.99,1.00,Review
cat food weight loss,50,79.30,5.99,1.00,"Images, Review, Video"
good cheap cat food,50,79.57,5.94,1.00,"Review, Video"
cat food allergies symptoms,50,80.69,5.93,0.54,Video
senior cat food reviews,50,81.91,5.91,1.00,"Review, Video"
safe human food for cats,50,81.86,5.87,0.15,Video
cat food high in protein,50,71.98,5.86,1.00,"Images, Review, Featured Snippet"
cat food for diabetes,50,72.25,5.81,1.00,"Review, Video"
high protein low carb dry cat food,50,68.51,5.70,1.00,Review
best wet cat food for senior cats,50,81.65,5.68,0.99,Review
cat food diet,50,76.19,5.63,0.99,"Images, Review, Video"
natural balance indoor cat food,50,76.21,5.57,1.00,"Review, Video"
cheap canned cat food,50,79.46,5.54,1.00,"Review, Video"
vegan cat food recipes,50,70.28,5.41,0.55,"Review, Video"
natural dry cat food,50,72.73,5.39,1.00,"Review, Video"
nf cat food,50,69.58,5.29,1.00,Review
low carb cat food wet,50,61.73,5.18,0.99,"Review, Video"
senior wet cat food,50,82.39,5.17,1.00,Review
food for diabetic cat,50,76.42,5.15,1.00,"Review, Video"
cat food for cats with sensitive stomachs,50,80.04,5.10,1.00,Review
blue wet cat food,50,80.71,5.08,1.00,"Images, Review, Video"
purina all natural cat food,50,79.30,5.07,1.00,"Images, Review"
good canned cat food,50,81.08,5.04,0.97,"Review, Video"
natural wet cat food,50,77.31,5.03,1.00,"Images, Review, Video"
canned cat food for diabetic cats,50,70.66,5.03,1.00,"Review, Video"
high fiber canned cat food,50,74.76,5.01,1.00,Review
cat food best,50,79.52,4.98,0.92,"Review, Video"
organic grain free cat food,50,69.94,4.94,1.00,Review
wet food or dry food for cats,50,77.77,4.91,0.04,"Review, Video"
good cat foods,50,73.53,4.89,0.91,
poultry free cat food,50,69.79,4.88,1.00,"Images, Review"
canned cat food coupons,50,78.90,4.84,0.86,
cat food for old cats,50,78.75,4.78,1.00,"Review, Video"
max cat cat food,50,80.48,4.75,1.00,"Images, Review"
purina pro plan cat food urinary tract health,50,80.61,4.72,1.00,"Review, Video"
cat food price,50,86.12,4.64,0.98,Review
corn gluten meal in cat food,50,67.74,4.63,0.24,
bland cat food,50,68.15,4.60,0.46,"Review, Video"
allergy free cat food,50,77.30,4.59,1.00,Review
cat food for bladder stones,50,0.00,4.57,1.00,
cat food rabbit,50,63.36,4.57,1.00,"Images, Review, Video"
merrick canned cat food reviews,50,74.15,4.55,0.80,"Review, Video"
weight loss food for cats,50,75.73,4.54,1.00,"Review, Featured Snippet"
natural balance ultra premium cat food,50,77.40,4.53,1.00,"Images, Review, Video"
high quality dry cat food,50,76.73,4.52,1.00,"Review, Video"
canned cat food for sensitive stomachs,50,80.54,4.51,1.00,"Review, Video"
kidney diet cat food,50,74.92,4.47,1.00,"Review, Video"
evo cat food problems,50,74.03,4.41,0.37,"Review, Video"
cat food coupons printable,50,78.14,4.38,0.79,"Review, Video"
cat food with omega 3,50,78.01,4.37,1.00,"Review, Video"
cat food for sensitive skin,50,78.49,4.37,1.00,Review
fish free cat food,50,73.03,4.36,1.00,"Images, Review, Video"
cat food for pancreatitis,50,70.81,4.33,1.00,
cat food for renal failure,50,71.63,4.27,1.00,Review
best cat food brands for indoor cats,50,77.59,4.26,0.99,"Review, Video"
ibd cat food,50,66.26,4.26,0.98,"Images, Review"
what is the best cat food brand,50,75.15,4.25,1.00,Video
homemade dry cat food recipes,50,66.86,4.25,0.53,Video
best diabetic cat food,50,72.11,4.19,1.00,"Review, Video"
cat food without by products,50,73.54,4.17,1.00,Review
venison cat food dry,50,70.46,4.14,1.00,Review
natural balance venison cat food,50,77.01,4.10,1.00,Review
best can food for cats,50,80.34,4.09,1.00,"Review, Video"
best food for diabetic cats,50,70.71,4.07,1.00,"Review, Video"
natural balance grain free cat food,50,81.04,4.03,1.00,Review
natural cat food reviews,50,73.30,4.03,0.88,"Review, Video"
healthiest wet cat food brand,50,72.91,4.02,0.69,"Review, Video"
welness cat food,50,77.72,4.01,1.00,"Review, Video"
halo cat food coupons,50,76.98,3.98,0.74,"Review, Video"
where to buy weruva cat food,50,0.00,3.97,1.00,
top 5 cat foods,50,77.93,3.96,0.99,"Review, Video"
dry food bad for cats,50,76.50,3.90,0.07,"Review, Video"
cat food without corn,50,76.14,3.90,1.00,Review
human grade dry cat food,50,66.50,3.90,1.00,Review
raw rabbit cat food,50,60.03,3.88,0.89,"Review, Video"
corn free cat food,50,77.06,3.85,1.00,"Review, Video"
limited ingredient dry cat food,50,77.52,3.82,0.97,"Review, Video"
cat food for cats that vomit,50,81.46,3.80,1.00,"Review, Video"
sensitive stomach cat food reviews,50,78.61,3.78,1.00,"Review, Video"
cats with food allergies,50,74.98,3.77,0.64,"Images, Review, Video, Featured Snippet"
no carb cat food,50,63.57,3.77,1.00,Review
lamb and rice cat food,50,74.08,3.77,1.00,"Images, Review, Video"
orijen cat food coupons,50,65.62,3.71,0.81,"Review, Video"
dehydrated raw cat food,50,72.81,3.70,1.00,"Review, Video"
cat food intolerance,50,73.91,3.70,0.72,Review
fromm grain free cat food,50,69.67,3.66,0.95,"Review, Video"
natures variety instinct cat food,50,80.00,3.66,1.00,"Review, Video"
cat food wellness,50,78.44,3.66,1.00,"Images, Review, Video"
duck and green pea cat food,50,74.70,3.65,1.00,Review
recipe for cat food,50,73.99,3.64,0.98,"Review, Video"
royal canin cat food ingredients,50,78.51,3.64,0.96,"Review, Video"
best dry cat food for kittens,50,0.00,3.63,1.00,
how much food for cat,50,76.44,3.60,0.35,"Review, Video, Featured Snippet"
max cat food reviews,50,73.43,3.59,1.00,"Review, Video"
hyperthyroid cat food,50,0.00,3.59,1.00,
best cat food for ibs,50,70.98,3.58,1.00,Review
foods harmful to cats,50,83.21,3.57,0.04,"Video, Featured Snippet"
instinct rabbit cat food,50,69.39,3.56,1.00,"Review, Video"
petsmart grain free cat food,50,91.57,3.53,1.00,Review
hills science cat food,50,82.37,3.51,1.00,"Review, Video"
orijin cat food,50,76.47,3.45,0.98,"Review, Video"
blue canned cat food,50,79.68,3.41,1.00,"Images, Review, Video"
easy homemade cat food recipes,50,68.78,3.37,0.67,"Review, Video"
priority cat food,50,62.87,3.36,0.81,Review
healthy homemade cat food,50,70.97,3.35,0.56,"Review, Video"
top rated cat foods,50,77.68,3.35,1.00,"Review, Video"
online cat food,50,71.97,3.30,0.92,Review
fancy feast cat food ingredients,50,74.92,3.29,0.98,"Images, Review, Video"
food for senior cats,50,79.11,3.28,1.00,Review
om cat food,50,78.21,3.28,1.00,"Review, Video"
friskie cat food,50,86.92,3.27,0.98,"Images, Review"
kitten cat food,50,77.40,3.27,0.85,"Images, Review, Video"
raw food diet cats,50,70.46,3.26,0.74,"Review, Video"
cat throwing up dry food,50,80.24,3.26,0.23,Video
soft food for cats,50,84.54,3.23,1.00,Video
moist cat food for older cats,50,83.03,3.22,1.00,Review
how to make wet cat food,50,78.11,3.22,0.55,"Review, Video"
royal canin urinary so canned cat food,50,72.89,3.16,1.00,Review
cat food for ibs,50,72.18,3.15,1.00,"Review, Video"
wellness cat food ingredients,50,69.93,3.14,0.97,"Review, Video"
nutro cat food coupon,50,72.08,3.12,0.85,Review
safe cat food,50,80.01,3.11,0.60,Video
how much canned food should i feed my cat,50,82.85,3.11,0.08,"Video, Featured Snippet"
cost of cat food,50,80.83,3.10,1.00,Review
cat food portions,50,0.00,3.09,0.59,
compare cat foods,50,74.78,3.09,0.83,"Review, Video"
royal canin cat food coupon,50,80.61,3.05,0.93,"Review, Video"
purina nf kidney function cat food,50,70.42,3.02,1.00,Review
is wellness a good cat food,50,76.97,3.00,0.22,"Review, Video"
cat food consumer reports,50,78.31,3.00,0.57,
merrick before grain cat food,50,77.50,2.98,0.97,"Review, Video"
great choice cat food,50,77.71,2.96,0.74,"Review, Video"
cat food fancy feast,50,82.01,2.96,1.00,"Images, Review"
wellness core wet cat food,50,79.96,2.93,1.00,"Review, Video"
popular cat food,50,76.72,2.92,0.99,"Images, Featured Snippet"
what is the best cat food to buy,50,78.01,2.92,1.00,Review
pro plan dry cat food,50,81.37,2.90,1.00,"Images, Review, Video"
iams cat food reviews,50,73.40,2.90,0.45,"Review, Video"
how much can food to feed a cat,50,80.62,2.89,0.48,Video
wellness canned cat food reviews,50,74.20,2.89,1.00,"Review, Video"
cat food blue buffalo reviews,50,74.15,2.87,0.95,"Review, Video"
donate cat food,50,65.89,2.87,0.41,"Images, Video"
cat food canned,50,81.91,2.87,1.00,"Images, Review"
best dry cat food for senior cats,50,0.00,2.86,1.00,
bulk wet cat food,50,82.27,2.83,1.00,Review
veterinarian recommended cat food,50,77.01,2.81,0.80,"Review, Video"
blue grain free cat food,50,81.11,2.79,1.00,"Review, Video"
orijen 6 fish cat food,50,72.63,2.79,0.96,"Review, Video"
purina pro plan urinary tract cat food,50,79.46,2.77,1.00,"Review, Video"
